user_id,name,email,department,role,employment_type,privilege_level,critical_asset_access,hire_date,attempts,opens,clicks,reports,creds_submitted,click_rate,report_rate,creds_any,events,downloads_gb,after_hours_events,anom_geo_events,escalate_events,delete_events,after_hours_rate,anom_geo_rate,violations,viol_low,viol_med,viol_high,viol_repeat_sum,viol_high_any,LIKELIHOOD,IMPACT,DETECTABILITY,HTI,risk_band,origin,method,exposure,outcome
USR0078,Gina Schwartz,christianmelissa@james.info,Engineering,Contractor,contractor,normal,0,2025-03-14,2,0,0,0,0,0.0,0.0,0,25,30.25,13,2,1,0,0.52,0.08,3.0,1.0,1.0,1.0,6.0,1.0,0.146,0.0,0.84,0.85,Very Low,contractor,data-exfiltration / privilege-misuse,source code / build artifacts,negligible impact
USR0079,Barry Welch,wendy16@hodges.com,Operations,Contractor,contractor,normal,0,2023-01-21,3,1,0,1,0,0.0,0.3333333333333333,0,23,12.3,10,0,0,0,0.4347826086956521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1087,0.0,0.4,0.87,Very Low,contractor,data-exfiltration / privilege-misuse,ops / ERP / logistics,negligible impact
USR0080,Stephanie Williams,carternicholas@sanchez.org,Finance,Engineer,employee,elevated,0,2024-03-31,2,0,0,0,0,0.0,0.0,0,17,21.15,6,1,1,0,0.3529411764705882,0.0588235294117647,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.6,2.1,Very Low,employee,data-exfiltration / privilege-misuse,payment-approval / payroll,negligible impact
USR0081,Christopher Lynch,pharvey@durham-thomas.info,Finance,Analyst,employee,elevated,0,2024-01-11,4,1,0,0,0,0.0,0.0,0,24,29.66,11,0,0,2,0.4583333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1146,0.3,0.6,2.41,Very Low,employee,data-exfiltration / privilege-misuse,payment-approval / payroll,negligible impact
USR0082,Michael Nolan,rsantana@moore.org,Operations,Engineer,employee,normal,0,2022-05-02,4,0,0,0,0,0.0,0.0,0,22,18.93,9,0,1,1,0.4090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1023,0.0,0.6,0.72,Very Low,employee,data-exfiltration / privilege-misuse,ops / ERP / logistics,negligible impact
USR0083,Melissa Bryant,james67@young.com,Engineering,Contractor,contractor,normal,0,2023-09-18,4,1,1,0,0,0.25,0.0,0,24,22.36,13,0,2,0,0.5416666666666666,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.2229,0.0,0.68,1.47,Very Low,contractor,social-engineering (phishing),source code / build artifacts,negligible impact
USR0084,Elizabeth Spence DDS,alan09@crawford.com,Finance,Analyst,employee,normal,0,2023-11-16,3,2,0,0,0,0.0,0.0,0,17,18.24,6,0,0,0,0.3529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0882,0.0,0.6,0.62,Very Low,employee,data-exfiltration / privilege-misuse,payment-approval / payroll,negligible impact
USR0085,Mark Oliver,courtneyberger@williams.com,Finance,Analyst,employee,normal,0,2024-07-02,3,1,0,0,0,0.0,0.0,0,8,9.53,3,0,0,1,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0938,0.0,0.6,0.66,Very Low,employee,normal-operations,payment-approval / payroll,negligible impact
USR0086,Edward Burgess,jamesbuchanan@schmidt-mcintyre.com,HR,Engineer,employee,elevated,0,2022-02-14,3,1,0,1,0,0.0,0.3333333333333333,0,11,7.9,5,0,1,0,0.4545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1136,0.3,0.4,2.73,Very Low,employee,data-exfiltration / privilege-misuse,personnel records,negligible impact
USR0087,Karen Drake,linda71@webster.biz,Operations,Finance Officer,employee,normal,1,2025-09-04,4,1,0,0,0,0.0,0.0,0,21,29.23,10,1,0,0,0.4761904761904761,0.0476190476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.1286,0.7,0.6,6.3,Very Low,employee,data-exfiltration / privilege-misuse,ops / ERP / logistics,negligible impact
USR0088,Holly Gibbs,bakerdavid@chambers-chambers.org,HR,Contractor,contractor,normal,0,2022-09-29,4,0,0,0,0,0.0,0.0,0,17,13.82,10,1,2,1,0.5882352941176471,0.0588235294117647,1.0,0.0,0.0,1.0,1.0,1.0,0.1588,0.0,0.68,1.05,Very Low,contractor,data-exfiltration / privilege-misuse,personnel records,negligible impact
USR0089,Jacqueline Leonard,jjohnson@herman-walker.com,Operations,HR Specialist,employee,normal,0,2024-01-06,3,0,0,0,0,0.0,0.0,0,18,37.06,9,0,0,0,0.5,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.125,0.0,0.76,0.78,Very Low,employee,data-exfiltration / privilege-misuse,ops / ERP / logistics,negligible impact
USR0090,Michael Banks,taylorsophia@ferrell-wilson.com,Engineering,Engineer,employee,elevated,0,2025-04-11,4,1,0,0,0,0.0,0.0,0,15,17.78,4,1,0,1,0.2666666666666666,0.0666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.3,0.6,1.68,Very Low,employee,data-exfiltration / privilege-misuse,source code / build artifacts,negligible impact
USR0091,Jesse Santiago,umatthews@mcclure.com,Engineering,Analyst,employee,normal,0,2025-01-03,3,1,0,0,0,0.0,0.0,0,22,36.19,6,0,1,1,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0682,0.0,0.6,0.48,Very Low,employee,data-exfiltration / privilege-misuse,source code / build artifacts,negligible impact
USR0092,Teresa Ramirez,jeff73@garcia-jennings.net,Engineering,Analyst,employee,elevated,0,2025-05-07,4,1,0,1,0,0.0,0.25,0,12,10.53,5,1,0,0,0.4166666666666667,0.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.1208,0.3,0.45,2.81,Very Low,employee,data-exfiltration / privilege-misuse,source code / build artifacts,negligible impact
USR0093,Amy Hill,rushmadison@bates.org,Operations,Finance Officer,employee,elevated,0,2025-09-11,2,1,0,1,0,0.0,0.5,0,16,14.86,7,1,1,0,0.4375,0.0625,1.0,1.0,0.0,0.0,3.0,0.0,0.1219,0.3,0.38,2.96,Very Low,employee,data-exfiltration / privilege-misuse,ops / ERP / logistics,negligible impact
USR0094,Gavin Zhang,caseyhubbard@willis.com,HR,Manager,employee,admin,0,2024-09-16,4,1,0,0,0,0.0,0.0,0,23,26.55,12,0,1,0,0.5217391304347826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1304,0.3,0.6,2.74,Very Low,employee,data-exfiltration / privilege-misuse,personnel records,negligible impact
USR0095,Linda Ramirez,vanessafernandez@rodriguez.com,Finance,Finance Officer,employee,normal,0,2020-11-29,4,2,0,0,0,0.0,0.0,0,20,27.63,12,0,0,0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.6,1.05,Very Low,employee,data-exfiltration / privilege-misuse,payment-approval / payroll,negligible impact
USR0096,Cynthia Morris,josephmartinez@fox-reese.info,HR,Finance Officer,employee,normal,0,2023-01-29,4,2,2,0,1,0.5,0.0,1,22,18.16,12,3,1,2,0.5454545454545454,0.1363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.5386,0.0,0.6,3.77,Very Low,employee,social-engineering (phishing),personnel records,negligible impact
USR0097,Kevin Hayes,soniawilliams@boyd.com,Marketing,Analyst,employee,elevated,0,2025-10-31,2,0,0,0,0,0.0,0.0,0,21,41.25,11,0,0,0,0.5238095238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.131,0.3,0.6,2.75,Very Low,employee,data-exfiltration / privilege-misuse,brand / social accounts,negligible impact
USR0098,Jessica Rodriguez,fjones@franklin-jones.com,HR,Manager,employee,elevated,0,2023-12-17,4,1,0,0,0,0.0,0.0,0,13,11.04,6,0,0,0,0.4615384615384615,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.1154,0.3,0.68,2.28,Very Low,employee,data-exfiltration / privilege-misuse,personnel records,negligible impact
USR0099,Michelle James,shawn96@mcguire.net,HR,Engineer,employee,normal,0,2024-06-10,4,1,0,0,0,0.0,0.0,0,20,38.01,11,0,0,0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1375,0.0,0.6,0.96,Very Low,employee,data-exfiltration / privilege-misuse,personnel records,negligible impact
USR0100,Jesse Perez,maria66@davis.com,Engineering,Finance Officer,employee,normal,1,2025-08-10,4,0,0,0,0,0.0,0.0,0,12,9.23,8,0,0,0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1667,0.7,0.6,8.17,Very Low,employee,anomalous-behavior (time/geo),source code / build artifacts,negligible impact
